"CodeSystem Code","CodeSystem Name","Valueset Category Name","Valueset Name","Concept Code","Concept Name"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","29619-4","Methylenedioxymethamphetamine [Mass/volume] in Serum or Plasma by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","29613-7","Phendimetrazine [Mass/volume] in Serum or Plasma by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","29599-8","Methylenedioxyethylamphetamine [Mass/volume] in Serum or Plasma by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","29598-0","Methylenedioxyamphetamine [Mass/volume] in Serum or Plasma by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","29592-3","Amphetamine [Mass/volume] in Serum or Plasma by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","29530-3","Amphetamines [Presence] in Unspecified specimen"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","29286-2","Methamphetamine [Presence] in Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","27409-2","Methylenedianiline [Mass/volume] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","27303-7","Phendimetrazine [Mass/mass] in Stool"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","27299-7","Methylenedioxyethylamphetamine [Mass/volume] in Vitreous fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","27289-8","Methamphetamine [Mass/mass] in Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","27277-3","Methamphetamine [Mass/volume] in Vitreous fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","27263-3","Amphetamines [Mass/volume] in Vitreous fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","27244-3","Methylenedioxyamphetamine [Mass/mass] in Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","27205-4","Amphetamines [Presence] in Vitreous fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","27189-0","Methylenedioxyamphetamine [Mass/volume] in Vitreous fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","27188-2","Methylenedioxymethamphetamine [Mass/volume] in Vitreous fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","27178-3","Phendimetrazine [Mass/volume] in Vitreous fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","27116-3","Methamphetamine [Mass/volume] in Milk"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","27105-6","Amphetamines [Mass/volume] in Milk"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","27102-3","Phendimetrazine [Mass/volume] in Milk"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","27085-0","Methylenedioxyethylamphetamine [Mass/volume] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","27080-1","Methylenedioxyethylamphetamine [Mass/mass] in Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","27079-3","Methylenedioxyethylamphetamine [Mass/mass] in Stool"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","27074-4","Methylenedioxyethylamphetamine [Mass/volume] in Milk"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","26959-7","Amphetamine [Mass/mass] in Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","26895-3","Amphetamines [Mass/mass] in Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","26793-0","Methylenedioxymethamphetamine [Mass/mass] in Stool"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","26792-2","Methylenedioxyamphetamine [Mass/mass] in Stool"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","26791-4","Amphetamine [Mass/mass] in Stool"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","26742-7","Methylenedioxyamphetamine [Mass/volume] in Milk"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","26734-4","Methamphetamine [Mass/mass] in Stool"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","26711-2","Phendimetrazine [Mass/mass] in Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","21386-8","Methamphetamine [Presence] in Urine by SAMHSA confirm method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","20554-2","Para hydroxyamphetamine [Mass/volume] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","20548-4","Methylphenidate [Mass/volume] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","20546-8","Methylenedioxyamphetamine cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","20545-0","Methylenedioxyamphetamine [Mass/volume] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","20526-0","Dimetamphetamine [Mass/volume] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","20525-2","Dextroamphetamine [Mass/volume] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","20410-7","Amphetamines [Mass/volume] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19654-3","Para hydroxyamphetamine cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19653-5","Para hydroxyamphetamine cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19652-7","Para hydroxyamphetamine [Presence] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19651-9","Para hydroxyamphetamine [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19580-0","Methylphenidate cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19579-2","Methylphenidate cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19578-4","Methylphenidate [Presence] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19577-6","Methylphenidate [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19572-7","Methylenedioxymethamphetamine cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19571-9","Methylenedioxymethamphetamine cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19570-1","Methylenedioxymethamphetamine [Mass/volume] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19569-3","Methylenedioxymethamphetamine [Presence] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19568-5","Methylenedioxymethamphetamine [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19567-7","Methylenedioxyamphetamine cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19566-9","Methylenedioxyamphetamine [Presence] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19565-1","Methylenedioxyamphetamine [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19557-8","Methamphetamine cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19556-0","Methamphetamine cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19555-2","Methamphetamine [Presence] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19554-5","Methamphetamine [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19515-6","Levomethamphetamine cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19514-9","Levomethamphetamine cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19512-3","Levomethamphetamine [Mass/volume] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19511-5","Levomethamphetamine [Presence] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19510-7","Levomethamphetamine [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19461-3","Ethylamphetamine cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19460-5","Ethylamphetamine cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19459-7","Ethylamphetamine [Mass/volume] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19458-9","Ethylamphetamine [Mass/volume] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19456-3","Ethylamphetamine [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19455-5","Dimetamphetamine cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19454-8","Dimetamphetamine cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19453-0","Dimetamphetamine [Presence] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19452-2","Dimetamphetamine [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19428-2","Dextromethamphetamine cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19427-4","Dextromethamphetamine cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19425-8","Dextromethamphetamine [Mass/volume] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19424-1","Dextromethamphetamine [Presence] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19423-3","Dextromethamphetamine [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19422-5","Dextroamphetamine cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19421-7","Dextroamphetamine cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19420-9","Dextroamphetamine [Presence] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19419-1","Dextroamphetamine [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19348-2","Amphetamine cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19347-4","Amphetamine cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19346-6","Amphetamine [Mass/volume] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19344-1","Amphetamine [Presence] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19343-3","Amphetamine [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19269-0","Amphetamines confirm method [Identifier] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19268-2","Amphetamines screen method [Identifier] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19267-4","Amphetamines cutoff [Mass/volume] in Urine for Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19266-6","Amphetamines cutoff [Mass/volume] in Urine for Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19263-3","Amphetamines tested for in Urine by Screen method Narrative"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19262-5","Amphetamines tested for in Urine by Screen method Nominal"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19261-7","Amphetamines [Presence] in Urine by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","19059-5","Amphetamines cutoff [Mass/volume] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","18431-7","Amphetamines [Presence] in Stool by Screen method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","18359-0","Methylenedioxyamphetamine [Mass/volume] in Blood"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","18358-2","Methylenedioxymethamphetamine [Mass/volume] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","18357-4","Methylenedioxymethamphetamine [Mass/volume] in Blood"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","18356-6","Methylenedioxymethamphetamine [Mass/volume] in Serum or Plasma"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","18355-8","Methylenedioxyamphetamine [Mass/volume] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","17272-6","Methylenedianiline [Mass/volume] in Blood"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","17260-1","Methamphetamine [Mass/volume] in Serum or Plasma by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","16369-1","Amphetamines [Presence] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","16235-4","Methamphetamine [Mass/volume] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","16234-7","Amphetamine [Mass/volume] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","16212-3","Ethylamphetamine [Presence] in Urine by Confirmatory method"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","15405-4","Methamphetamine [Mass/volume] in Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","15404-7","Levomethamphetamine/Amphetamines.total in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","15366-8","Dextroamphetamine [Mass/volume] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","14834-6","Methamphetamine [Presence] in Gastric fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","14309-9","Amphetamines [Presence] in Urine by Confirm method >200 ng/mL"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","14308-1","Amphetamines [Presence] in Urine by Screen method >1000 ng/mL"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","14267-9","Methylenedioxymethamphetamine [Presence] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","13498-1","Dextromethamphetamine/Levomethamphetamine [Mass Ratio] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","13497-3","Dextroamphetamine/Levoamphetamine [Mass Ratio] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","12478-4","Levomethamphetamine [Mass/volume] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","12477-6","Dextromethamphetamine [Mass/volume] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","12350-5","Amphetamines [Presence] in Stool"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Amphetamine-Toxicology-LOINC","12331-5","Phenethylamine [Presence] in Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP65459-7","Cannabinoids | Dialysis fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP63561-2","Carboxy Tetrahydrocannabinol | XXX"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP63560-4","Cannabinoids | XXX"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP63556-2","11-Hydroxy delta-9 tetrahydrocannabinol | XXX"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP63097-7","Tetrahydrocannabinol | Vitreous fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP54804-7","Tetrahydrocannabinol | Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP54803-9","Tetrahydrocannabinol | Gastric fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP52978-1","Tetrahydrocannabinol | Bld-Ser-Plas"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP52872-6","Tetrahydrocannabinol | XXX"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP52078-0","11-Hydroxy delta-9 tetrahydrocannabinol | Bld-Ser-Plas"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP52054-1","Cannabinoids | Saliva"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP50443-8","Cannabinoids | Gastric fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP49616-3","Carboxy Tetrahydrocannabinol | Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP49063-8","Carboxy Tetrahydrocannabinol | Gastric fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP48694-1","Carboxy Tetrahydrocannabinol | Vitreous fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP48637-0","Cannabinoids | Vitreous fluid"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP48601-6","Cannabinoids | Meconium"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP48512-5","Cannabinoids | Stool"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP48468-0","Cannabinoids | Hair"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP48461-5","Carboxy Tetrahydrocannabinol | Stool"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP46058-1","Carboxy Tetrahydrocannabinol | Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP45738-9","Cannabinoids | Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP44794-3","Cannabinoids | Unknown substance"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP44656-4","Cannabinoids | Bld-Ser-Plas"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP44610-1","Carboxy Tetrahydrocannabinol | Bld-Ser-Plas"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP42683-0","Tetrahydrocannabinol | Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP41902-5","Tetrahydrocannabinol | Stool"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP35627-6","11-Hydroxy delta-9 tetrahydrocannabinol"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP182207-3","JWH-073 (synthetic cannabinoid) | Urine"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP182173-7","UR-144 4/5-hydroxypentyl (synthetic cannabinoid metabolites) | Bld-Ser-Plas"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP181189-4","JWH-200 (synthetic cannabinoid) | Bld-Ser-Plas"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP180956-7","JWH-018 pentanoate (synthetic cannabinoid metabolite) | Bld-Ser-Plas"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP180938-5","RCS-4 5-hydroxypentyl (synthetic cannabinoid metabolite) | Bld-Ser-Plas"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP180879-1","JWH-073 4-hydroxybutyl (synthetic cannabinoid metabolite) | Bld-Ser-Plas"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP180794-2","JWH-122 (synthetic cannabinoid) | Bld-Ser-Plas"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP180611-8","RCS-4 (synthetic cannabinoid) | Bld-Ser-Plas"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP180426-1","JWH-250 (synthetic cannabinoid) | Bld-Ser-Plas"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP180020-2","JWH-073 3-hydroxybutyl (synthetic cannabinoid metabolite) | Bld-Ser-Plas"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP179864-6","JWH-122 5-hydroxypentyl (synthetic cannabinoid metabolite) | Bld-Ser-Plas"
"2.16.840.1.113883.6.1","LOINC","Drug abuse information sensitivity","Cannabinoids-Toxicology-LOINC","LP179855-4","JWH-200 4-hydroxyindole (synthetic cannabinoid metabolite) | Bld-Ser-Plas"
